ID,name,team,kit_number
246139,Iñaki Peña,Galatasaray,26
201924,Yacine Qasmi,Leganés,21
241179,Cristian Rivero,AD Alcorcón,13
258037,Alejandro Blesa,Levante,7
257318,Kays Ruiz-Atil,Barcelona,44
259580,Ángel Jiménez,Granada,30
246061,Andrés Solano,Atletico Madrid,29
244647,Echu,Granada,32
234568,Gedson Fernandes,Caykur Rizespor,83
242236,Ferro,Hajduk Split,97
199626,André,Al-Ittihad,30
235970,Mario González,Tenerife,7
253378,Tomás Ribeiro,Grasshoppers,14
209695,Eugeni Valderrama,Real Zaragoza,8
252139,Filipe Soares,PAOK Salonika,50
225106,Jorge,Mirandés,3
237380,Hamidou Keyta,Santa Clara,76
262431,Evrard Zag,Vizela,13
262986,Tomás Silva,Vizela,82
262436,Adilio,Arouca,11
262428,Francis Cann,Vizela,99
246834,Ruben Macedo,Marítimo,23
252045,Fode Konate,FC Famalicao,72
257995,Abdul Wahab Ibrahim,FC Famalicao,55
243469,Cristian Parano,Paços de Ferreira,82
257994,Diego Batista,FC Famalicao,73
246147,Mason Greenwood,Manchester United,11
232823,Hayao Kawabe,Grasshoppers,40
243612,Dion Sanderson,Queens Park Rangers,28
258607,Tote Gomes,Wolverhampton Wanderers,24
261336,Jaden Philogene-Bidace,Stoke City,47
258930,Cameron Archer,Preston North End,21
243278,Ryan Cassidy,Bohemians,17
248469,Dynel Simeu,Carlisle United,6
245130,Oliver Webber,Portsmouth,28
231887,Yusuf Yazici,CSKA Moscow,97
256689,Lamine Gueye,Paris FC,26
253718,Juan Ramírez,Nacional,11
221982,Patrick Roberts,Sunderland,77
256343,Robson Bambu,Nice,3
244694,Cheick Tidiane Sabaly,US Quevilly,15
264050,Bryan Djile Nokoue,Saint-Etienne,35
262072,Jonathan Varane,Rodez Aveyron,27
247533,Julien Boyer,Bastia,29
236935,Hannes Wolf,Swansea City,13
231823,Justin Hoogma,Heracles Almelo,21
235513,Silvére Ganvoula,Cercle Brugge KSV,35
244509,Dennis Jastrzembski,Slask Wroclaw,18
258313,Fabio Schneider,1. FC Union Berlin,35
205966,Amin Younes,Al Ettifaq,20
210450,Abdoulaye Touré,Fatih Karagümrük,94
240988,Denis Vavro,FC Copenhagen,3
220829,Ernesto Torregrossa,Sampdoria,9
197231,Khouma Babacar,FC Copenhagen,11
224508,Leonardo Mancuso,Monza,97
244601,Sydney van Hooijdonk,Heerenveen,20
198903,Ramzi Aya,Salernitana,13
258815,Samuele Damiani,Empoli,30
234178,Luis Abram,Cruz Azul,5
215061,Darío Benedetto,Boca Juniors,9
199829,David Timor,Huesca,12
232207,Ivan Saponjic,Atletico Madrid,20
236304,Josema,Real Valladolid,6
241489,Peru Nolaskoain,Amorebieta,17
238446,Alberto Rodríguez,Fuenlabrada,12
236940,Darío Poveda,Huesca,19
257335,Marc Baró,Real Betis,36
256128,Jonatan Carmona Álamo,Elche,37
255577,Daniel Plomer,Granada,38
264094,Carlos Beitia,Celta Vigo,40
239186,Aylton Boa Morte,Portimonense,77
235486,Joel Ferreira,Arouca,29
256883,Milson,Marítimo,11
232381,Wesley,Aston Villa,9
211504,Lewis Baker,Stoke City,42
203249,Joel Valencia,AD Alcorcón,9
254529,Cody Drameh,Cardiff City,17
257247,Caleb Watts,Crawley Town,24
246349,Dilan Kumar Markanday,Blackburn Rovers,18
264189,Maksim Paskotši,Tottenham Hotspur,48
251407,Jack Young,Wycombe Wanderers,15
251590,Lewis Richards,Harrogate Town,33
215927,Renaud Emond,Standard Liege,18
205243,Molla Wagué,RFC Seraing,25
239363,Kouadio Dabila,RFC Seraing,13
250822,Bandiougou Fadiga,Olympiakos,21
256884,Jores Rahou,Marseille,39
263399,Manuel Nazaretian,Marseille,40
235899,Deyovaiso Zeefuik,Blackburn Rovers,42
188770,Admir Mehmedi,Antalyaspor,14
223033,Jorge Meré,América,22
233139,Cedric Itten,Rangers,11
246666,Noah Katterbach,FC Basel,3
205086,Philipp Klement,SC Paderborn 07,31
239121,Hamadi Al Ghaddioui,VfB Stuttgart,18
238662,Tymoteusz Puchacz,Trabzonspor,72
216255,Marvin Stefaniak,Würzburger Kickers,34
256544,Melayro Bogarde,FC Groningen,18
239666,Torben Müsel,Eupen,31
260241,Jannis Lang,FC Erzgebirge Aue,4
182493,Diego Godín,Cagliari,2
213938,Davide Biraschi,Fatih Karagümrük,4
207537,Jordan Lukaku,Lazio,91
182179,Sebastian De Maio,Udinese,87
240671,Mert Çetin,Kayserispor,45
213993,Francesco Forte,Benevento,88
206159,Stefano Sabelli,Genoa,2
251547,David Schnegg,Crotone,16
242907,Bryan Reynolds,KV Kortrijk,2
252922,Tòfol Montiel,Fiorentina,19
258533,Bjarki Steinn Bjarkason,Venezia,19
201939,Cristiano Piccini,Valencia,24
251873,Yusuf Demir,Rapid Vienna,10
231588,Joan Sastre,PAOK Salonika,23
219688,Marcos Mauro,FC Juarez,4
245894,Roberto González,Las Palmas,25
245714,Áex Blanco,Valencia,16
246918,Jaume Grau,Real Zaragoza,5
243312,Pablo Martínez,Huesca,16
236400,Dragisa Gudelj,Cádiz,33
244921,Sergio Moreno,Amorebieta,29
228738,Jhon Murillo,Atlético San Luis,21
263991,Marcelo dos Santos,SC East Bengal,9
262616,Luiz Gustavo,Arouca,2
218667,Bernardo Silva,Manchester City,20
212218,Aymeric Laporte,Manchester City,14
204233,Charly Musonda,Chelsea,34
237286,Aaron Connolly,Middlesbrough,26
231743,Keinan Davis,Nottingham Forest,9
243393,Taylor Richards,Birmingham City,8
247463,Folarin Balogun,Middlesbrough,47
243353,Bali Mumba,Peterborough United,24
239259,Rocky Bushiri,Hibernian,33
253465,Teden Mengi,Birmingham City,18
247741,Anthony Driscoll-Glennon,Barrow,19
245286,Jan Zamburek,Viborg FF,19
215756,Sam McQueen,Southampton,55
262641,Fandje Toure,Watford,49
261517,Matthew Bondswell,Newcastle United,46
257238,Charlie Wiggett,Newcastle United,60
235808,Jacob Bedeau,Morecambe,5
251331,Raphael Nya,Wolverhampton Wanderers,43
243818,Mohammed Sangare,Newcastle United,42
258748,Caleb Chukwuemeka,Livingston,23
253971,Thomas Dickson-Peters,Gillingham,9
251648,Einar Iversen,Everton,43
250866,Morgan Boyes,Livingston,15
253510,Jake O'Brien,Swindon Town,16
257101,Harry Hagan,Everton,65
251553,Michael Agboola,Wolverhampton Wanderers,44
244507,Pascal Estrada,Wolverhampton Wanderers,47
158023,Lionel Messi,Paris Saint-Germain,96
231236,Mathieu Cafaro,Standard Liege,24
225855,Antonin Bobichon,AS Nancy Lorraine,14
239432,Adrian Grbic,Vitesse,9
224442,Bingourou Kamara,Royal Charleroi SC,1
223581,Jonathan Iglesias,Paris FC,10
245283,Farid El Mellali,Pau,15
257406,Fodé Doucouré,Stade de Reims,13
251572,Charles Boli,Lens,27
251386,Calvin Bombo,Troyes,18
251810,Brian Brobbey,Ajax Amsterdam,18
211826,Rafael Czichos,Chicago Fire FC,5
226050,Cedric Teuchert,Hannover 96,15
235647,Hans Nunoo Sarpei,FC Ingolstadt 04,18
258893,Sava-Arangel Cestic,FC Cologne,26
234891,Nils Seufert,SV Sandhausen,21
244024,Oliver Batista Meier,Dynamo Dresden,37
223537,Emil Berggreen,Sonderjyske,11
208129,Soma Novothny,VfL Bochum,15
262954,Fabio Gomez,Barcelona,48
211110,Paulo Dybala,Juventus,10
192774,Kostas Manolas,Olympiakos,40
184826,Adrien Silva,Sampdoria,5
189485,Diego Farias,Benevento,11
178628,Fernando Forestieri,Udinese,45
201013,Lukasz Teodorczyk,Udinese,91
235942,Francesco Cassata,Parma,7
228821,Zinédine Machach,Napoli,23
211394,Paolo Faragò,Lecce,24
245461,Facundo Colidio,Internazionale,49
226259,Lorenzo Andrenacci,Genoa,35
243513,Gabriele Corbo,CF Montréal,5
254279,Erion Sadiku,Genoa,88
242444,João Félix,Atletico Madrid,7
251854,Pedri,Barcelona,16
191135,Lago Junior,Huesca,15
258602,Jon Morcillo,Real Valladolid,20
235522,Febas,Málaga,14
218746,José Pozo,Rayo Vallecano,22
204830,Álvaro Vadillo,Málaga,18
219777,Chema,Eibar,25
219652,Robert Ibáñez,Leganés,7
258271,Miguel Baeza,Ponferradina,16
258359,Martín Calderón,Mirandés,16
237823,Hiroki Abe,Barcelona,45
261654,Omar El Hilali,Espanyol,36
259197,Nicolas Jackson,Villarreal,26
259424,Salazar,Real Madrid,32
241981,Nanú,FC Dallas,31
262744,Mohamed Bouldini,Fuenlabrada,25
209984,Mikel Agu,Fuenlabrada,22
258306,Jean Patric,Cerezo Osaka,26
258783,Guilherme Mantuan,Gil Vicente,97
230860,Denis Poha,Pau,22
239915,Pedro Martelo,Paços de Ferreira,81
257492,Zé Oliveira,Paços de Ferreira,25
256610,Dillion Hoogerwerf,Manchester United,65
234571,Mésaque Djú,West Ham United,36
251516,Ossama Ashley,West Ham United,67
253052,Issa Kabore,Troyes,29
259671,Yaya Soumare,Lyon,41
153079,Sergio Agüero,Barcelona,19
229337,Matheus Pereira,Barcelona,47
259171,José Manuel Cabrera,Villarreal,32
241462,Ramiro Guerra,Villarreal,29
264561,James Norris,Liverpool,77
263162,Jacob Montes,Crystal Palace,35
258041,Hugo Novoa,RB Leipzig,38
254244,Nabili Touaizi,Espanyol,35
259314,Pere García Bauzá,Mallorca,33
258497,Miullen,Gil Vicente,63
256852,Ruben Del Campo,FC Famalicao,71
239074,Souleymane Aw,Gil Vicente,64
258641,Oliver Bosworth,Leicester City,40
261390,Charlie Webster,Chelsea,71
220529,Luca Palmiero,Napoli,15
212911,Hernâni,Las Palmas,3
242794,Imran Louza,Watford,6
194020,Pelé,AS Monaco,28
246549,Mahamé Siby,Paris FC,23
208834,Baptiste Aloé,Dinamo Bucuresti,19
246002,Luke Matheson,Scunthorpe United,41
256449,Christian Marques,Wolverhampton Wanderers,46
235215,Giovanni Crociata,Empoli,14
230676,Roberto Pirrello,Empoli,31
251603,Kevin Piscopo,Empoli,98
257630,Krisztofer Horváth,Torino,60
246877,Gianluca Gaetano,Napoli,70
248694,Ibrahim Karamoko,Torino,86
212814,Joao Mario,Portugal,24
221540,Raul,Braga,34
234929,Gleison Moreira,Portimonense,92
236020,Cristian Tassano,Santa Clara,17
258181,Joel Sousa,Tondela,1
198710,James Rodríguez,Everton,19
242436,Jonathan Russell,Huddersfield Town,37
256788,Ismael Boura,Le Havre AC,20
187936,Steven N'Zonzi,AS Roma,70
227562,Lukas Haraslin,Sparta Prague,22
260823,Nicolo Fagioli,Juventus,44
224179,Borja Iglesias,Real Betis,9
262433,Marcelo,Vizela,12
176285,Winston Reid,New Zealand,39
260115,Philip Yeboah Ankrah,Hellas Verona,45
240799,Davide Zappella,Empoli,23
248228,Víctor De Baunbag,Mallorca,37
224394,Fábio Martins,Braga,26
208141,Gabriel,Benfica,8
220735,Tanque,Paços de Ferreira,99
211231,Ramon Azeez,Granada,12
245996,Kingsley Fobi,Granada,44
264102,Álvaro Bravo,Fuenlabrada,3
204884,Benjamin Mendy,Manchester City,22
